instant,g1,g2,g3,g4,g5,l1,l2,l3,l4,l5
2015-05-11T23:00:00Z,HEROMOTOCO.NS,BAJFINANCE.NS,CIPLA.NS,TATACONSUM.NS,BRITANNIA.NS,TATASTEEL.NS,ICICIBANK.NS,LT.NS,HINDALCO.NS,RELIANCE.NS
2018-10-25T23:00:00Z,TITAN.NS,BAJAJ-AUTO.NS,RELIANCE.NS,ULTRACEMCO.NS,TATASTEEL.NS,GRASIM.NS,INDUSINDBK.NS,TCS.NS,ITC.NS,KOTAKBANK.NS
2019-05-07T23:00:00Z,SHREECEM.NS,HDFCLIFE.NS,TITAN.NS,COALINDIA.NS,TCS.NS,RELIANCE.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BAJAJ-AUTO.NS,NTPC.NS
2020-01-21T00:00:00Z,TATACONSUM.NS,HDFCLIFE.NS,BHARTIARTL.NS,COALINDIA.NS,KOTAKBANK.NS,TATASTEEL.NS,MARUTI.NS,ITC.NS,CIPLA.NS,HINDALCO.NS
2020-09-09T23:00:00Z,RELIANCE.NS,GRASIM.NS,HDFCLIFE.NS,INDUSINDBK.NS,BAJFINANCE.NS,HINDALCO.NS,TATASTEEL.NS,BHARTIARTL.NS,BRITANNIA.NS,TITAN.NS
2015-08-26T23:00:00Z,TITAN.NS,SHREECEM.NS,TATASTEEL.NS,KOTAKBANK.NS,CIPLA.NS,BAJAJ-AUTO.NS,TATACONSUM.NS,NTPC.NS,HEROMOTOCO.NS,ULTRACEMCO.NS
2016-11-21T00:00:00Z,SHREECEM.NS,WIPRO.NS,TECHM.NS,RELIANCE.NS,TCS.NS,BAJFINANCE.NS,HINDALCO.NS,INDUSINDBK.NS,GRASIM.NS,TATACONSUM.NS
2018-07-10T23:00:00Z,TCS.NS,BAJAJ-AUTO.NS,NESTLEIND.NS,RELIANCE.NS,KOTAKBANK.NS,COALINDIA.NS,HINDALCO.NS,TITAN.NS,TATASTEEL.NS,TATACONSUM.NS
2017-09-24T23:00:00Z,COALINDIA.NS,ICICIBANK.NS,RELIANCE.NS,TCS.NS,BRITANNIA.NS,BAJFINANCE.NS,GRASIM.NS,ULTRACEMCO.NS,BAJAJFINSV.NS,ITC.NS
2017-12-22T00:00:00Z,ONGC.NS,BAJFINANCE.NS,TCS.NS,HINDALCO.NS,SHREECEM.NS,ULTRACEMCO.NS,COALINDIA.NS,TATASTEEL.NS,HDFCLIFE.NS,HEROMOTOCO.NS
2020-11-25T00:00:00Z,ONGC.NS,COALINDIA.NS,INDUSINDBK.NS,HDFCLIFE.NS,BRITANNIA.NS,KOTAKBANK.NS,BAJFINANCE.NS,TATACONSUM.NS,SHREECEM.NS,CIPLA.NS
2017-03-08T00:00:00Z,BAJFINANCE.NS,KOTAKBANK.NS,BRITANNIA.NS,BAJAJFINSV.NS,CIPLA.NS,TATASTEEL.NS,ONGC.NS,TECHM.NS,HINDALCO.NS,RELIANCE.NS
2016-05-09T23:00:00Z,GRASIM.NS,LT.NS,TITAN.NS,KOTAKBANK.NS,TECHM.NS,HINDALCO.NS,NTPC.NS,ONGC.NS,BAJAJFINSV.NS,TATACONSUM.NS
2020-05-05T23:00:00Z,BAJFINANCE.NS,BHARTIARTL.NS,ICICIBANK.NS,HEROMOTOCO.NS,HDFCLIFE.NS,ITC.NS,COALINDIA.NS,TCS.NS,TITAN.NS,CIPLA.NS
2019-10-24T23:00:00Z,ICICIBANK.NS,CIPLA.NS,TCS.NS,WIPRO.NS,MARUTI.NS,TITAN.NS,ULTRACEMCO.NS,KOTAKBANK.NS,BAJAJFINSV.NS,HEROMOTOCO.NS
2019-01-22T00:00:00Z,WIPRO.NS,TITAN.NS,KOTAKBANK.NS,SHREECEM.NS,HEROMOTOCO.NS,TATASTEEL.NS,BHARTIARTL.NS,HINDALCO.NS,MARUTI.NS,GRASIM.NS
2016-08-24T23:00:00Z,BAJFINANCE.NS,ITC.NS,BRITANNIA.NS,KOTAKBANK.NS,SHREECEM.NS,WIPRO.NS,TITAN.NS,TATASTEEL.NS,TECHM.NS,BHARTIARTL.NS
2015-11-23T00:00:00Z,HEROMOTOCO.NS,TITAN.NS,BAJAJ-AUTO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,HINDALCO.NS,TATASTEEL.NS,ITC.NS,ONGC.NS,NESTLEIND.NS
2019-07-09T23:00:00Z,COALINDIA.NS,KOTAKBANK.NS,ICICIBANK.NS,WIPRO.NS,GRASIM.NS,BAJFINANCE.NS,TATACONSUM.NS,TATASTEEL.NS,BAJAJFINSV.NS,HINDALCO.NS
2015-10-20T23:00:00Z,BAJAJ-AUTO.NS,BHARTIARTL.NS,NTPC.NS,TATASTEEL.NS,BAJAJFINSV.NS,TECHM.NS,LT.NS,TATACONSUM.NS,ICICIBANK.NS,TITAN.NS
2015-04-09T23:00:00Z,TATACONSUM.NS,BHARTIARTL.NS,RELIANCE.NS,GRASIM.NS,COALINDIA.NS,SHREECEM.NS,CIPLA.NS,TECHM.NS,HINDALCO.NS,NTPC.NS
2018-09-23T23:00:00Z,TCS.NS,SHREECEM.NS,COALINDIA.NS,TECHM.NS,RELIANCE.NS,INDUSINDBK.NS,BAJFINANCE.NS,HDFCLIFE.NS,BHARTIARTL.NS,BRITANNIA.NS
2021-03-24T00:00:00Z,CIPLA.NS,TITAN.NS,TCS.NS,TATACONSUM.NS,BRITANNIA.NS,TATASTEEL.NS,HINDALCO.NS,ICICIBANK.NS,INDUSINDBK.NS,ITC.NS
2016-12-23T00:00:00Z,BAJFINANCE.NS,CIPLA.NS,BAJAJFINSV.NS,MARUTI.NS,BAJAJ-AUTO.NS,TECHM.NS,ITC.NS,HINDALCO.NS,ULTRACEMCO.NS,ONGC.NS
2019-11-27T00:00:00Z,ULTRACEMCO.NS,TATACONSUM.NS,MARUTI.NS,HINDALCO.NS,ONGC.NS,CIPLA.NS,HDFCLIFE.NS,LT.NS,ICICIBANK.NS,ITC.NS
2016-03-09T00:00:00Z,TECHM.NS,MARUTI.NS,GRASIM.NS,LT.NS,BAJFINANCE.NS,HINDALCO.NS,NESTLEIND.NS,SHREECEM.NS,NTPC.NS,WIPRO.NS
2017-05-08T23:00:00Z,LT.NS,BRITANNIA.NS,WIPRO.NS,TECHM.NS,HINDALCO.NS,TITAN.NS,HEROMOTOCO.NS,BHARTIARTL.NS,GRASIM.NS,BAJAJFINSV.NS
2021-05-04T23:00:00Z,INDUSINDBK.NS,KOTAKBANK.NS,ICICIBANK.NS,TITAN.NS,WIPRO.NS,BAJFINANCE.NS,TECHM.NS,NESTLEIND.NS,LT.NS,NTPC.NS
2020-10-22T23:00:00Z,MARUTI.NS,TATASTEEL.NS,BAJAJ-AUTO.NS,NTPC.NS,COALINDIA.NS,ULTRACEMCO.NS,SHREECEM.NS,HINDALCO.NS,GRASIM.NS,KOTAKBANK.NS
2018-01-23T00:00:00Z,HINDALCO.NS,TATASTEEL.NS,CIPLA.NS,ONGC.NS,TECHM.NS,HDFCLIFE.NS,WIPRO.NS,GRASIM.NS,NESTLEIND.NS,BAJAJFINSV.NS
2017-08-23T23:00:00Z,BAJAJFINSV.NS,CIPLA.NS,MARUTI.NS,GRASIM.NS,HINDALCO.NS,TATACONSUM.NS,BAJFINANCE.NS,SHREECEM.NS,BAJAJ-AUTO.NS,RELIANCE.NS
2020-07-07T23:00:00Z,INDUSINDBK.NS,TATACONSUM.NS,HINDALCO.NS,TATASTEEL.NS,ITC.NS,BAJFINANCE.NS,MARUTI.NS,BAJAJFINSV.NS,TITAN.NS,GRASIM.NS
2016-04-07T23:00:00Z,NTPC.NS,TECHM.NS,BAJFINANCE.NS,GRASIM.NS,NESTLEIND.NS,HEROMOTOCO.NS,TCS.NS,MARUTI.NS,TITAN.NS,TATACONSUM.NS
2016-10-18T23:00:00Z,WIPRO.NS,TATACONSUM.NS,BRITANNIA.NS,BAJAJFINSV.NS,ONGC.NS,ITC.NS,ICICIBANK.NS,SHREECEM.NS,HEROMOTOCO.NS,NESTLEIND.NS
2019-09-22T23:00:00Z,BAJFINANCE.NS,LT.NS,BAJAJFINSV.NS,ITC.NS,ICICIBANK.NS,HDFCLIFE.NS,NTPC.NS,CIPLA.NS,WIPRO.NS,TECHM.NS
2015-06-23T23:00:00Z,WIPRO.NS,ICICIBANK.NS,INDUSINDBK.NS,KOTAKBANK.NS,HEROMOTOCO.NS,HINDALCO.NS,TATASTEEL.NS,NESTLEIND.NS,NTPC.NS,BRITANNIA.NS
2020-03-25T00:00:00Z,RELIANCE.NS,GRASIM.NS,KOTAKBANK.NS,MARUTI.NS,TATACONSUM.NS,INDUSINDBK.NS,COALINDIA.NS,ITC.NS,ONGC.NS,WIPRO.NS
2018-11-28T00:00:00Z,TCS.NS,RELIANCE.NS,NESTLEIND.NS,INDUSINDBK.NS,HEROMOTOCO.NS,BHARTIARTL.NS,GRASIM.NS,ONGC.NS,LT.NS,HINDALCO.NS
2015-03-11T00:00:00Z,BHARTIARTL.NS,TECHM.NS,NTPC.NS,KOTAKBANK.NS,TATACONSUM.NS,HINDALCO.NS,SHREECEM.NS,TATASTEEL.NS,CIPLA.NS,NESTLEIND.NS
2018-11-30T00:00:00Z,BRITANNIA.NS,WIPRO.NS,CIPLA.NS,TECHM.NS,KOTAKBANK.NS,ICICIBANK.NS,INDUSINDBK.NS,NTPC.NS,BHARTIARTL.NS,COALINDIA.NS
2017-01-24T00:00:00Z,ULTRACEMCO.NS,SHREECEM.NS,BAJAJ-AUTO.NS,GRASIM.NS,HINDALCO.NS,BHARTIARTL.NS,ICICIBANK.NS,BAJFINANCE.NS,TECHM.NS,ITC.NS
2016-03-28T23:00:00Z,MARUTI.NS,TATASTEEL.NS,RELIANCE.NS,INDUSINDBK.NS,HINDALCO.NS,CIPLA.NS,BRITANNIA.NS,TECHM.NS,NTPC.NS,ULTRACEMCO.NS
2019-12-31T00:00:00Z,COALINDIA.NS,NTPC.NS,GRASIM.NS,ONGC.NS,TATACONSUM.NS,TECHM.NS,BAJAJ-AUTO.NS,RELIANCE.NS,HDFCLIFE.NS,HEROMOTOCO.NS
2018-08-22T23:00:00Z,NESTLEIND.NS,TECHM.NS,LT.NS,NTPC.NS,RELIANCE.NS,HINDALCO.NS,TATACONSUM.NS,GRASIM.NS,TATASTEEL.NS,BAJAJ-AUTO.NS
2017-10-15T23:00:00Z,BHARTIARTL.NS,CIPLA.NS,BAJAJ-AUTO.NS,HINDALCO.NS,ONGC.NS,BAJFINANCE.NS,INDUSINDBK.NS,BRITANNIA.NS,NESTLEIND.NS,TECHM.NS
2020-09-20T23:00:00Z,KOTAKBANK.NS,TCS.NS,HDFCLIFE.NS,WIPRO.NS,COALINDIA.NS,INDUSINDBK.NS,HINDALCO.NS,TATACONSUM.NS,TATASTEEL.NS,BHARTIARTL.NS
2016-06-21T23:00:00Z,SHREECEM.NS,BRITANNIA.NS,COALINDIA.NS,TATACONSUM.NS,TITAN.NS,ULTRACEMCO.NS,ITC.NS,HINDALCO.NS,KOTAKBANK.NS,GRASIM.NS
2019-03-27T00:00:00Z,INDUSINDBK.NS,NESTLEIND.NS,BAJAJ-AUTO.NS,HDFCLIFE.NS,BAJFINANCE.NS,NTPC.NS,BHARTIARTL.NS,SHREECEM.NS,RELIANCE.NS,HEROMOTOCO.NS
2019-05-28T23:00:00Z,TCS.NS,BRITANNIA.NS,WIPRO.NS,NESTLEIND.NS,TITAN.NS,TATASTEEL.NS,ICICIBANK.NS,CIPLA.NS,MARUTI.NS,ONGC.NS
2017-12-01T00:00:00Z,KOTAKBANK.NS,NESTLEIND.NS,HDFCLIFE.NS,MARUTI.NS,NTPC.NS,TECHM.NS,BAJAJ-AUTO.NS,BHARTIARTL.NS,BAJAJFINSV.NS,HINDALCO.NS
2016-09-14T23:00:00Z,BAJAJFINSV.NS,RELIANCE.NS,MARUTI.NS,ITC.NS,HINDALCO.NS,TATASTEEL.NS,TITAN.NS,NTPC.NS,BAJAJ-AUTO.NS,SHREECEM.NS
2017-03-27T23:00:00Z,ICICIBANK.NS,TATACONSUM.NS,TITAN.NS,BAJAJFINSV.NS,SHREECEM.NS,TECHM.NS,KOTAKBANK.NS,ONGC.NS,HEROMOTOCO.NS,RELIANCE.NS
2019-01-01T00:00:00Z,BHARTIARTL.NS,ICICIBANK.NS,GRASIM.NS,HEROMOTOCO.NS,BAJAJFINSV.NS,HINDALCO.NS,SHREECEM.NS,WIPRO.NS,TATASTEEL.NS,ONGC.NS
2019-08-21T23:00:00Z,BRITANNIA.NS,TECHM.NS,TCS.NS,WIPRO.NS,HINDALCO.NS,BAJAJFINSV.NS,BAJFINANCE.NS,COALINDIA.NS,HEROMOTOCO.NS,ICICIBANK.NS
2020-11-14T00:00:00Z,LT.NS,TATACONSUM.NS,HEROMOTOCO.NS,BRITANNIA.NS,ONGC.NS,WIPRO.NS,BAJAJFINSV.NS,HDFCLIFE.NS,TCS.NS,HINDALCO.NS
2018-10-14T23:00:00Z,CIPLA.NS,ITC.NS,TATACONSUM.NS,HINDALCO.NS,ONGC.NS,BAJAJFINSV.NS,ULTRACEMCO.NS,ICICIBANK.NS,INDUSINDBK.NS,LT.NS
2015-11-02T00:00:00Z,TECHM.NS,TITAN.NS,NESTLEIND.NS,COALINDIA.NS,ULTRACEMCO.NS,BAJAJ-AUTO.NS,HINDALCO.NS,TATASTEEL.NS,LT.NS,CIPLA.NS
2017-06-20T23:00:00Z,BRITANNIA.NS,KOTAKBANK.NS,NESTLEIND.NS,MARUTI.NS,RELIANCE.NS,HINDALCO.NS,ONGC.NS,TCS.NS,INDUSINDBK.NS,CIPLA.NS
2020-05-26T23:00:00Z,ICICIBANK.NS,WIPRO.NS,GRASIM.NS,INDUSINDBK.NS,BAJFINANCE.NS,ULTRACEMCO.NS,SHREECEM.NS,TATACONSUM.NS,HDFCLIFE.NS,TITAN.NS
2021-03-03T00:00:00Z,TATASTEEL.NS,BAJAJFINSV.NS,RELIANCE.NS,BAJFINANCE.NS,HINDALCO.NS,HEROMOTOCO.NS,MARUTI.NS,BAJAJ-AUTO.NS,ITC.NS,CIPLA.NS
2016-12-02T00:00:00Z,BAJAJFINSV.NS,CIPLA.NS,SHREECEM.NS,ULTRACEMCO.NS,BAJAJ-AUTO.NS,TITAN.NS,MARUTI.NS,BAJFINANCE.NS,KOTAKBANK.NS,INDUSINDBK.NS
2015-04-20T23:00:00Z,TATASTEEL.NS,TECHM.NS,COALINDIA.NS,GRASIM.NS,HEROMOTOCO.NS,BRITANNIA.NS,BAJFINANCE.NS,MARUTI.NS,HINDALCO.NS,TATACONSUM.NS
2017-09-13T23:00:00Z,TATACONSUM.NS,CIPLA.NS,ULTRACEMCO.NS,ICICIBANK.NS,TITAN.NS,WIPRO.NS,KOTAKBANK.NS,ONGC.NS,INDUSINDBK.NS,LT.NS
2018-03-26T23:00:00Z,HINDALCO.NS,NESTLEIND.NS,HDFCLIFE.NS,BRITANNIA.NS,BAJAJFINSV.NS,BHARTIARTL.NS,BAJAJ-AUTO.NS,SHREECEM.NS,HEROMOTOCO.NS,RELIANCE.NS
2018-01-02T00:00:00Z,ONGC.NS,TECHM.NS,HDFCLIFE.NS,NTPC.NS,COALINDIA.NS,BHARTIARTL.NS,BRITANNIA.NS,BAJAJFINSV.NS,MARUTI.NS,LT.NS
2020-08-19T23:00:00Z,NTPC.NS,ONGC.NS,COALINDIA.NS,HINDALCO.NS,HEROMOTOCO.NS,WIPRO.NS,TITAN.NS,BHARTIARTL.NS,ICICIBANK.NS,INDUSINDBK.NS
2019-10-13T23:00:00Z,ONGC.NS,BHARTIARTL.NS,ULTRACEMCO.NS,INDUSINDBK.NS,BAJAJ-AUTO.NS,BAJFINANCE.NS,HDFCLIFE.NS,BAJAJFINSV.NS,LT.NS,KOTAKBANK.NS
2015-07-14T23:00:00Z,MARUTI.NS,WIPRO.NS,ULTRACEMCO.NS,TCS.NS,BAJAJFINSV.NS,TITAN.NS,TATASTEEL.NS,NTPC.NS,BRITANNIA.NS,BHARTIARTL.NS
2018-06-19T23:00:00Z,RELIANCE.NS,INDUSINDBK.NS,KOTAKBANK.NS,TATASTEEL.NS,NESTLEIND.NS,SHREECEM.NS,TATACONSUM.NS,ONGC.NS,ITC.NS,COALINDIA.NS
2020-12-16T00:00:00Z,HINDALCO.NS,ONGC.NS,TITAN.NS,BHARTIARTL.NS,TATACONSUM.NS,ICICIBANK.NS,NTPC.NS,ULTRACEMCO.NS,TECHM.NS,INDUSINDBK.NS
2021-05-25T23:00:00Z,BAJAJFINSV.NS,BAJFINANCE.NS,GRASIM.NS,WIPRO.NS,MARUTI.NS,HINDALCO.NS,TATASTEEL.NS,NTPC.NS,TATACONSUM.NS,COALINDIA.NS
2020-03-04T00:00:00Z,CIPLA.NS,TECHM.NS,TCS.NS,WIPRO.NS,BRITANNIA.NS,INDUSINDBK.NS,BAJFINANCE.NS,ITC.NS,ULTRACEMCO.NS,TATASTEEL.NS
2015-12-04T00:00:00Z,BHARTIARTL.NS,NESTLEIND.NS,ULTRACEMCO.NS,BRITANNIA.NS,COALINDIA.NS,NTPC.NS,ITC.NS,BAJFINANCE.NS,ICICIBANK.NS,KOTAKBANK.NS
2017-01-03T00:00:00Z,TITAN.NS,BAJAJFINSV.NS,COALINDIA.NS,BAJFINANCE.NS,CIPLA.NS,SHREECEM.NS,BHARTIARTL.NS,HEROMOTOCO.NS,ULTRACEMCO.NS,WIPRO.NS
2015-02-28T00:00:00Z,LT.NS,TATACONSUM.NS,HEROMOTOCO.NS,BRITANNIA.NS,ONGC.NS,WIPRO.NS,BAJAJFINSV.NS,TCS.NS,HINDALCO.NS,COALINDIA.NS
2020-10-11T23:00:00Z,ITC.NS,CIPLA.NS,HINDALCO.NS,MARUTI.NS,WIPRO.NS,BHARTIARTL.NS,HDFCLIFE.NS,ONGC.NS,COALINDIA.NS,INDUSINDBK.NS
2016-07-12T23:00:00Z,TATASTEEL.NS,ONGC.NS,NESTLEIND.NS,COALINDIA.NS,KOTAKBANK.NS,SHREECEM.NS,BAJAJFINSV.NS,INDUSINDBK.NS,ULTRACEMCO.NS,MARUTI.NS
2019-06-18T23:00:00Z,TATASTEEL.NS,KOTAKBANK.NS,NTPC.NS,TITAN.NS,NESTLEIND.NS,CIPLA.NS,HEROMOTOCO.NS,INDUSINDBK.NS,WIPRO.NS,COALINDIA.NS
2019-12-18T00:00:00Z,ITC.NS,WIPRO.NS,TATASTEEL.NS,TECHM.NS,HDFCLIFE.NS,TATACONSUM.NS,GRASIM.NS,ULTRACEMCO.NS,SHREECEM.NS,NTPC.NS
2015-09-29T23:00:00Z,TATASTEEL.NS,SHREECEM.NS,BHARTIARTL.NS,COALINDIA.NS,HINDALCO.NS,TECHM.NS,ULTRACEMCO.NS,TITAN.NS,KOTAKBANK.NS,CIPLA.NS
2019-03-06T00:00:00Z,HDFCLIFE.NS,BAJFINANCE.NS,ICICIBANK.NS,RELIANCE.NS,TITAN.NS,NESTLEIND.NS,BRITANNIA.NS,HEROMOTOCO.NS,MARUTI.NS,INDUSINDBK.NS
2015-03-12T00:00:00Z,NTPC.NS,HINDALCO.NS,ITC.NS,TATASTEEL.NS,BHARTIARTL.NS,TECHM.NS,COALINDIA.NS,BAJAJ-AUTO.NS,KOTAKBANK.NS,WIPRO.NS
2016-10-05T23:00:00Z,GRASIM.NS,RELIANCE.NS,ONGC.NS,HINDALCO.NS,INDUSINDBK.NS,NTPC.NS,CIPLA.NS,ULTRACEMCO.NS,TITAN.NS,ICICIBANK.NS
2017-01-25T00:00:00Z,BAJFINANCE.NS,KOTAKBANK.NS,HEROMOTOCO.NS,COALINDIA.NS,ITC.NS,BHARTIARTL.NS,WIPRO.NS,RELIANCE.NS,TECHM.NS,NTPC.NS
2015-06-14T23:00:00Z,BAJAJ-AUTO.NS,RELIANCE.NS,ONGC.NS,ICICIBANK.NS,BAJFINANCE.NS,NESTLEIND.NS,HINDALCO.NS,INDUSINDBK.NS,KOTAKBANK.NS,ULTRACEMCO.NS
2018-12-11T00:00:00Z,TITAN.NS,ULTRACEMCO.NS,TATACONSUM.NS,BAJAJFINSV.NS,NESTLEIND.NS,BHARTIARTL.NS,ICICIBANK.NS,HINDALCO.NS,MARUTI.NS,LT.NS
2017-07-13T23:00:00Z,NTPC.NS,KOTAKBANK.NS,BHARTIARTL.NS,BAJFINANCE.NS,BAJAJFINSV.NS,TCS.NS,WIPRO.NS,COALINDIA.NS,GRASIM.NS,SHREECEM.NS
2016-06-20T23:00:00Z,HINDALCO.NS,ONGC.NS,SHREECEM.NS,BAJFINANCE.NS,WIPRO.NS,BRITANNIA.NS,NTPC.NS,TECHM.NS,INDUSINDBK.NS,CIPLA.NS
2018-03-05T00:00:00Z,TECHM.NS,TCS.NS,BAJAJFINSV.NS,HDFCLIFE.NS,KOTAKBANK.NS,HINDALCO.NS,TATASTEEL.NS,RELIANCE.NS,BAJAJ-AUTO.NS,COALINDIA.NS
2019-03-28T00:00:00Z,ITC.NS,BHARTIARTL.NS,SHREECEM.NS,ICICIBANK.NS,BAJFINANCE.NS,ONGC.NS,HINDALCO.NS,TATASTEEL.NS,BAJAJ-AUTO.NS,NTPC.NS
2018-05-06T23:00:00Z,HINDALCO.NS,TATASTEEL.NS,ICICIBANK.NS,TATACONSUM.NS,BAJFINANCE.NS,TCS.NS,COALINDIA.NS,CIPLA.NS,TECHM.NS,HEROMOTOCO.NS
2019-05-29T23:00:00Z,NTPC.NS,HDFCLIFE.NS,BHARTIARTL.NS,BAJFINANCE.NS,TCS.NS,INDUSINDBK.NS,ONGC.NS,TATASTEEL.NS,BRITANNIA.NS,SHREECEM.NS
2020-11-03T00:00:00Z,ICICIBANK.NS,HINDALCO.NS,HEROMOTOCO.NS,INDUSINDBK.NS,TITAN.NS,NTPC.NS,RELIANCE.NS,NESTLEIND.NS,TATACONSUM.NS,TECHM.NS
2019-08-12T23:00:00Z,RELIANCE.NS,HINDALCO.NS,TITAN.NS,TATACONSUM.NS,NESTLEIND.NS,BAJFINANCE.NS,BAJAJFINSV.NS,BHARTIARTL.NS,GRASIM.NS,MARUTI.NS
2015-05-13T23:00:00Z,HINDALCO.NS,NESTLEIND.NS,SHREECEM.NS,TATASTEEL.NS,BAJAJ-AUTO.NS,TITAN.NS,KOTAKBANK.NS,BRITANNIA.NS,WIPRO.NS,ITC.NS
2021-02-10T00:00:00Z,BAJAJFINSV.NS,CIPLA.NS,HDFCLIFE.NS,BAJFINANCE.NS,TCS.NS,BHARTIARTL.NS,TATASTEEL.NS,BRITANNIA.NS,ONGC.NS,LT.NS
2016-11-11T00:00:00Z,KOTAKBANK.NS,WIPRO.NS,RELIANCE.NS,ONGC.NS,LT.NS,BAJFINANCE.NS,ICICIBANK.NS,HEROMOTOCO.NS,ULTRACEMCO.NS,TATACONSUM.NS
2020-06-04T23:00:00Z,TATASTEEL.NS,HINDALCO.NS,GRASIM.NS,BAJFINANCE.NS,COALINDIA.NS,TCS.NS,CIPLA.NS,BAJAJ-AUTO.NS,NESTLEIND.NS,TATACONSUM.NS
2017-03-28T23:00:00Z,ICICIBANK.NS,BRITANNIA.NS,HINDALCO.NS,COALINDIA.NS,BHARTIARTL.NS,HEROMOTOCO.NS,BAJFINANCE.NS,GRASIM.NS,BAJAJFINSV.NS,NTPC.NS
2016-02-04T00:00:00Z,SHREECEM.NS,ONGC.NS,HINDALCO.NS,LT.NS,TITAN.NS,NTPC.NS,CIPLA.NS,BAJAJ-AUTO.NS,MARUTI.NS,RELIANCE.NS
2018-04-04T23:00:00Z,HINDALCO.NS,BAJAJFINSV.NS,ICICIBANK.NS,KOTAKBANK.NS,TATASTEEL.NS,CIPLA.NS,BHARTIARTL.NS,NESTLEIND.NS,ITC.NS,HDFCLIFE.NS
2017-12-20T00:00:00Z,HINDALCO.NS,ONGC.NS,WIPRO.NS,HEROMOTOCO.NS,LT.NS,BHARTIARTL.NS,GRASIM.NS,TATASTEEL.NS,NTPC.NS,KOTAKBANK.NS
2017-09-26T23:00:00Z,TCS.NS,NESTLEIND.NS,TECHM.NS,SHREECEM.NS,COALINDIA.NS,ULTRACEMCO.NS,TATACONSUM.NS,RELIANCE.NS,ICICIBANK.NS,LT.NS
2019-10-26T23:00:00Z,LT.NS,TATACONSUM.NS,HEROMOTOCO.NS,BRITANNIA.NS,ONGC.NS,WIPRO.NS,BAJAJFINSV.NS,HDFCLIFE.NS,TCS.NS,HINDALCO.NS
2018-10-03T23:00:00Z,ICICIBANK.NS,ULTRACEMCO.NS,LT.NS,TATASTEEL.NS,NESTLEIND.NS,RELIANCE.NS,HEROMOTOCO.NS,ONGC.NS,TCS.NS,TATACONSUM.NS
2015-07-27T23:00:00Z,BAJFINANCE.NS,NTPC.NS,KOTAKBANK.NS,TITAN.NS,BRITANNIA.NS,HEROMOTOCO.NS,ICICIBANK.NS,BHARTIARTL.NS,NESTLEIND.NS,BAJAJ-AUTO.NS
2020-08-18T23:00:00Z,TECHM.NS,BHARTIARTL.NS,MARUTI.NS,ICICIBANK.NS,HDFCLIFE.NS,BAJAJ-AUTO.NS,ONGC.NS,NESTLEIND.NS,COALINDIA.NS,WIPRO.NS
2017-06-11T23:00:00Z,TECHM.NS,GRASIM.NS,CIPLA.NS,TATASTEEL.NS,NTPC.NS,LT.NS,BAJAJFINSV.NS,ICICIBANK.NS,WIPRO.NS,TITAN.NS
2020-02-20T00:00:00Z,INDUSINDBK.NS,TATASTEEL.NS,ONGC.NS,HINDALCO.NS,COALINDIA.NS,CIPLA.NS,TCS.NS,NESTLEIND.NS,TECHM.NS,RELIANCE.NS
2016-05-19T23:00:00Z,ITC.NS,ONGC.NS,NTPC.NS,BAJAJ-AUTO.NS,TITAN.NS,SHREECEM.NS,BAJAJFINSV.NS,ICICIBANK.NS,BRITANNIA.NS,RELIANCE.NS
2016-12-13T00:00:00Z,TECHM.NS,WIPRO.NS,ITC.NS,RELIANCE.NS,LT.NS,BAJAJFINSV.NS,ULTRACEMCO.NS,HINDALCO.NS,GRASIM.NS,BRITANNIA.NS
2016-08-02T23:00:00Z,CIPLA.NS,COALINDIA.NS,BHARTIARTL.NS,HINDALCO.NS,ULTRACEMCO.NS,BAJFINANCE.NS,ITC.NS,BAJAJFINSV.NS,MARUTI.NS,TITAN.NS
2015-10-18T23:00:00Z,RELIANCE.NS,SHREECEM.NS,BHARTIARTL.NS,BRITANNIA.NS,CIPLA.NS,ONGC.NS,ULTRACEMCO.NS,TATASTEEL.NS,LT.NS,GRASIM.NS
2019-07-11T23:00:00Z,HDFCLIFE.NS,HEROMOTOCO.NS,TATASTEEL.NS,NESTLEIND.NS,BAJAJFINSV.NS,WIPRO.NS,ONGC.NS,BAJFINANCE.NS,INDUSINDBK.NS,LT.NS
2018-06-18T23:00:00Z,BAJFINANCE.NS,ITC.NS,ONGC.NS,BHARTIARTL.NS,NESTLEIND.NS,TATACONSUM.NS,SHREECEM.NS,HINDALCO.NS,TECHM.NS,RELIANCE.NS
2021-05-26T23:00:00Z,SHREECEM.NS,WIPRO.NS,KOTAKBANK.NS,BAJAJ-AUTO.NS,ULTRACEMCO.NS,BAJFINANCE.NS,ONGC.NS,BHARTIARTL.NS,MARUTI.NS,COALINDIA.NS
2020-05-03T23:00:00Z,CIPLA.NS,BHARTIARTL.NS,WIPRO.NS,RELIANCE.NS,BRITANNIA.NS,ICICIBANK.NS,HINDALCO.NS,BAJFINANCE.NS,INDUSINDBK.NS,MARUTI.NS
2018-11-06T00:00:00Z,SHREECEM.NS,TCS.NS,BHARTIARTL.NS,RELIANCE.NS,LT.NS,CIPLA.NS,TATACONSUM.NS,TITAN.NS,NESTLEIND.NS,MARUTI.NS
